customer_id,total_sessions,total_transactions,total_revenue_sek,total_pageviews,avg_time_on_site,first_traffic_source,primary_device,country
CLIENT_201265,1,1,9028.75,8,1149.0,facebook,desktop,France
CLIENT_201684,1,1,45240.23,15,343.0,email,tablet,Germany
CLIENT_202174,1,1,15050.6,26,1038.0,email,desktop,United States
CLIENT_202727,1,2,11955.22,48,1769.0,referral,mobile,Germany
CLIENT_202969,1,1,21359.09,49,1018.0,facebook,mobile,United States
CLIENT_203037,1,1,28385.57,28,374.0,facebook,tablet,United States
CLIENT_203200,1,2,37687.59,46,1527.0,email,mobile,United Kingdom
CLIENT_203734,1,2,49127.33,9,1079.0,referral,tablet,United Kingdom
CLIENT_204651,1,1,23134.92,14,776.0,facebook,mobile,United Kingdom
CLIENT_205079,1,2,29212.29,46,930.0,facebook,tablet,France
CLIENT_205149,1,3,7359.65,7,223.0,direct,tablet,France
CLIENT_206221,1,1,36748.79,3,1489.0,direct,tablet,France
CLIENT_206986,1,3,24757.73,44,40.0,referral,tablet,United Kingdom
CLIENT_207775,1,3,39466.95,36,525.0,referral,tablet,Germany
CLIENT_207829,1,1,9403.95,45,159.0,direct,desktop,Germany
CLIENT_207893,1,3,16809.01,39,1211.0,email,mobile,United Kingdom
CLIENT_208365,1,1,23755.33,19,921.0,direct,desktop,France
CLIENT_208892,1,1,29234.67,4,1591.0,google,tablet,France
CLIENT_210837,1,2,11242.27,28,1191.0,referral,desktop,United Kingdom
CLIENT_211066,1,3,6210.22,18,1230.0,referral,tablet,Germany
CLIENT_212488,1,2,43086.4,47,1330.0,facebook,desktop,Sweden
CLIENT_212865,1,1,34387.78,31,497.0,facebook,tablet,United Kingdom
CLIENT_212868,1,2,49389.15,15,483.0,referral,mobile,Sweden
CLIENT_213965,1,1,20338.67,22,777.0,referral,desktop,France
CLIENT_215050,1,3,10637.89,20,286.0,google,tablet,France
CLIENT_215814,1,1,47854.0,20,1129.0,facebook,mobile,France
CLIENT_216456,1,3,17962.33,26,1611.0,google,mobile,United States
CLIENT_219743,1,1,18422.06,22,1790.0,direct,desktop,United States
CLIENT_220365,1,1,35484.76,20,551.0,email,tablet,Germany
CLIENT_220988,1,2,48124.25,50,437.0,google,desktop,United Kingdom
CLIENT_221309,1,1,9425.95,13,267.0,facebook,tablet,France
CLIENT_221680,1,1,24043.28,13,458.0,google,mobile,United States
CLIENT_224174,1,1,10034.74,5,1495.0,facebook,desktop,United States
CLIENT_224271,1,3,18555.08,46,1058.0,google,tablet,Sweden
CLIENT_224533,1,3,9606.91,39,1754.0,referral,tablet,Germany
CLIENT_224702,1,2,49479.11,34,1565.0,facebook,mobile,United Kingdom
CLIENT_227644,1,1,17495.96,33,1089.0,google,tablet,Sweden
CLIENT_227946,1,1,46757.86,27,1561.0,google,tablet,United States
CLIENT_228270,1,3,22378.08,3,544.0,referral,desktop,United Kingdom
CLIENT_228346,1,3,38819.44,10,1245.0,email,tablet,Germany
CLIENT_230203,1,1,25792.98,46,1055.0,email,mobile,United States
CLIENT_230551,1,1,42002.61,33,416.0,direct,desktop,Germany
CLIENT_230726,1,1,16087.22,43,1335.0,referral,mobile,United States
CLIENT_231047,1,1,21366.13,13,1630.0,email,mobile,France
CLIENT_231275,1,1,36104.33,4,416.0,direct,tablet,Sweden
CLIENT_231394,1,1,33218.53,25,180.0,google,mobile,Sweden
CLIENT_234247,1,1,20006.91,41,247.0,referral,mobile,Germany
CLIENT_235689,1,1,15628.26,30,1543.0,google,desktop,Germany
CLIENT_236345,1,1,37542.64,6,896.0,direct,tablet,Sweden
CLIENT_236555,1,1,46157.46,6,381.0,facebook,desktop,Germany
CLIENT_238359,1,2,23098.58,12,1702.0,google,tablet,United Kingdom
CLIENT_238985,1,1,27822.28,22,1482.0,direct,mobile,Sweden
CLIENT_246741,1,3,21555.06,22,719.0,referral,tablet,United Kingdom
CLIENT_247623,1,1,39935.1,3,396.0,referral,desktop,United Kingdom
CLIENT_247661,1,1,32384.35,13,1167.0,referral,mobile,Sweden
CLIENT_248233,1,1,30648.25,50,1524.0,direct,desktop,Sweden
CLIENT_251007,1,3,26666.76,33,879.0,referral,tablet,United States
CLIENT_251034,1,2,11425.67,34,468.0,google,mobile,Sweden
CLIENT_251105,1,1,40452.08,46,1586.0,email,desktop,Germany
CLIENT_252612,1,1,16825.45,36,1567.0,google,tablet,Sweden
CLIENT_256039,1,3,46961.38,33,712.0,direct,desktop,Germany
CLIENT_257529,1,1,7360.55,40,586.0,referral,tablet,Sweden
CLIENT_258076,1,3,22323.96,8,841.0,facebook,desktop,Germany
CLIENT_258135,1,1,34468.5,8,578.0,facebook,desktop,France
CLIENT_258595,1,1,7003.64,47,1437.0,direct,mobile,France
CLIENT_259810,1,3,29164.05,32,901.0,referral,tablet,United States
CLIENT_260260,1,3,29916.93,43,657.0,email,mobile,United States
CLIENT_260886,1,1,31437.49,16,49.0,facebook,mobile,United States
CLIENT_261829,1,3,5029.25,23,389.0,google,mobile,France
CLIENT_262945,1,1,37772.62,20,1041.0,direct,tablet,Germany
CLIENT_265160,1,1,33508.21,26,1232.0,google,mobile,United Kingdom
CLIENT_267240,1,1,5106.74,3,1293.0,facebook,desktop,Sweden
CLIENT_267746,1,1,18796.95,16,722.0,facebook,desktop,Sweden
CLIENT_269467,1,3,28803.44,4,1751.0,direct,tablet,United States
CLIENT_270175,1,3,6633.32,21,1164.0,referral,tablet,United States
CLIENT_270423,1,1,25671.16,15,188.0,email,mobile,France
CLIENT_270748,1,1,9599.88,10,1146.0,referral,tablet,United States
CLIENT_271464,1,1,11555.92,4,1327.0,email,tablet,Germany
CLIENT_272607,1,1,36406.91,37,766.0,referral,desktop,Germany
CLIENT_273450,1,2,20614.06,45,674.0,email,tablet,Germany
CLIENT_274530,1,1,38894.74,38,1366.0,facebook,mobile,France
CLIENT_274571,1,1,21990.01,34,942.0,referral,tablet,United States
CLIENT_275913,1,1,32725.34,26,1624.0,referral,desktop,Germany
CLIENT_276292,1,3,25375.96,26,107.0,direct,tablet,France
CLIENT_276970,1,1,47601.78,17,632.0,email,tablet,United Kingdom
CLIENT_277107,1,2,35707.34,30,146.0,facebook,tablet,Sweden
CLIENT_280568,1,3,5077.4,15,564.0,facebook,mobile,United States
CLIENT_282923,1,1,21565.24,4,1033.0,direct,desktop,United Kingdom
CLIENT_283003,1,2,10618.68,12,1475.0,facebook,mobile,United States
CLIENT_284674,1,1,14203.26,20,1774.0,email,tablet,United Kingdom
CLIENT_285478,1,1,44367.54,29,1519.0,referral,tablet,United Kingdom
CLIENT_288485,1,3,21224.69,36,325.0,email,tablet,United Kingdom
CLIENT_290113,1,3,3730.29,46,1014.0,email,desktop,United Kingdom
CLIENT_291704,1,3,1215.82,38,1120.0,google,desktop,United States
CLIENT_292418,1,1,21514.61,28,778.0,direct,tablet,United States
CLIENT_293499,1,2,27770.23,7,1543.0,google,tablet,United States
CLIENT_295025,1,1,48717.93,17,831.0,email,mobile,Sweden
CLIENT_296940,1,1,40821.65,26,206.0,google,mobile,France
CLIENT_298458,1,2,24611.38,50,1517.0,referral,tablet,Sweden
CLIENT_299559,1,3,13493.15,21,1106.0,facebook,mobile,United Kingdom
CLIENT_301536,1,1,21107.5,40,736.0,facebook,desktop,France
CLIENT_304234,1,1,21381.86,26,515.0,email,tablet,United Kingdom
CLIENT_304289,1,1,4078.69,18,1136.0,google,desktop,France
CLIENT_305941,1,3,40875.89,2,437.0,referral,tablet,Germany
CLIENT_310696,1,2,9537.95,49,1299.0,email,mobile,France
CLIENT_310896,1,1,24023.25,27,172.0,direct,tablet,Sweden
CLIENT_311485,1,1,30358.31,44,1287.0,referral,desktop,United Kingdom
CLIENT_314092,1,1,37242.58,23,207.0,google,tablet,United Kingdom
CLIENT_314503,1,1,39803.18,18,1175.0,direct,tablet,Sweden
CLIENT_316812,1,1,30098.23,39,902.0,email,mobile,United Kingdom
CLIENT_317030,1,3,6476.79,25,833.0,referral,mobile,Germany
CLIENT_318378,1,3,21958.38,24,570.0,email,tablet,Sweden
CLIENT_318633,1,1,18487.77,43,1654.0,facebook,mobile,United States
CLIENT_320282,1,1,37871.11,35,621.0,google,mobile,United States
CLIENT_321139,1,3,26861.09,20,415.0,referral,desktop,Germany
CLIENT_322138,1,1,36371.51,29,1756.0,google,desktop,United States
CLIENT_323440,1,2,42257.66,25,719.0,direct,mobile,United States
CLIENT_323604,1,1,34237.14,8,199.0,email,tablet,United Kingdom
CLIENT_326224,1,3,25706.33,29,777.0,direct,mobile,Germany
CLIENT_326307,1,3,42228.13,3,588.0,direct,mobile,United Kingdom
CLIENT_326399,1,1,17653.95,22,438.0,direct,tablet,France
CLIENT_326460,1,1,34238.36,32,1054.0,email,desktop,Sweden
CLIENT_327346,1,3,42029.41,48,789.0,email,tablet,France
CLIENT_328409,1,2,20679.49,49,1224.0,google,tablet,United States
CLIENT_328599,1,3,34476.71,45,342.0,direct,mobile,United Kingdom
CLIENT_329413,1,1,26690.11,39,452.0,email,desktop,Sweden
CLIENT_329568,1,1,45706.44,6,955.0,facebook,desktop,Germany
CLIENT_329887,1,1,30029.05,6,391.0,google,mobile,France
CLIENT_329983,1,3,44285.44,2,678.0,direct,tablet,United States
CLIENT_330160,1,1,24607.58,28,401.0,direct,desktop,France
CLIENT_330565,1,2,1832.61,35,1644.0,direct,tablet,United States
CLIENT_331306,1,1,8564.74,9,635.0,facebook,tablet,United States
CLIENT_331476,1,3,32454.3,32,1718.0,facebook,tablet,Sweden
CLIENT_332525,1,1,23656.28,9,1570.0,referral,tablet,United Kingdom
CLIENT_333065,1,3,11344.0,44,565.0,referral,desktop,Sweden
CLIENT_334566,1,2,42673.37,28,1402.0,referral,mobile,France
CLIENT_334834,1,1,8716.51,38,902.0,email,desktop,Germany
CLIENT_336659,1,1,24172.5,42,1278.0,google,desktop,France
CLIENT_336838,1,3,8486.28,46,716.0,email,tablet,United Kingdom
CLIENT_338343,1,1,20589.24,18,955.0,facebook,mobile,United Kingdom
CLIENT_340784,1,1,6191.14,14,1219.0,email,mobile,United States
CLIENT_341236,1,1,46178.63,3,766.0,referral,desktop,Germany
CLIENT_341481,1,1,20416.95,38,1779.0,referral,tablet,France
CLIENT_342068,1,1,28464.11,42,808.0,direct,mobile,Germany
CLIENT_342096,1,2,9727.02,11,1276.0,facebook,mobile,Germany
CLIENT_342412,1,1,10054.0,24,572.0,referral,mobile,Sweden
CLIENT_342494,1,1,21821.84,29,292.0,direct,tablet,United Kingdom
CLIENT_342698,1,2,11227.51,50,1219.0,facebook,mobile,United Kingdom
CLIENT_343554,1,1,12384.74,10,747.0,direct,tablet,Germany
CLIENT_343628,1,1,49163.28,42,1582.0,email,mobile,United Kingdom
CLIENT_344514,1,3,4142.12,28,154.0,google,tablet,United Kingdom
CLIENT_345166,1,1,37931.92,10,1406.0,email,desktop,United States
CLIENT_347598,1,3,47461.88,13,61.0,google,tablet,Germany
CLIENT_347964,1,1,5322.08,36,1369.0,referral,mobile,France
CLIENT_347995,1,2,18774.87,11,1487.0,referral,mobile,Germany
CLIENT_351344,1,2,6359.78,20,260.0,referral,mobile,Sweden
CLIENT_353025,1,1,49029.9,35,1249.0,direct,mobile,Germany
CLIENT_353539,1,1,18935.35,15,1547.0,google,tablet,United Kingdom
CLIENT_356513,1,1,37140.45,23,794.0,referral,desktop,Sweden
CLIENT_357145,1,1,36653.87,35,71.0,google,tablet,Germany
CLIENT_357812,1,2,41673.41,30,1352.0,referral,desktop,Germany
CLIENT_361980,1,3,22229.74,18,52.0,direct,tablet,United Kingdom
CLIENT_362519,1,2,1344.12,47,1297.0,email,mobile,Sweden
CLIENT_362803,1,1,45510.53,16,597.0,facebook,tablet,United States
CLIENT_364522,1,1,46031.78,10,1026.0,email,desktop,United States
CLIENT_367522,1,2,10804.97,29,812.0,referral,desktop,United Kingdom
CLIENT_368274,1,1,49504.95,9,388.0,email,desktop,United States
CLIENT_368677,1,3,41460.64,24,103.0,direct,desktop,France
CLIENT_368766,1,1,1061.58,39,48.0,email,tablet,United Kingdom
CLIENT_369603,1,1,39639.06,19,557.0,referral,desktop,United Kingdom
CLIENT_370191,1,2,30780.21,37,471.0,direct,desktop,Sweden
CLIENT_370819,1,1,1210.23,20,1211.0,direct,mobile,United Kingdom
CLIENT_371855,1,1,46405.03,28,346.0,referral,tablet,United States
CLIENT_373171,1,1,19161.12,40,1149.0,google,mobile,United Kingdom
CLIENT_374294,1,3,4231.98,12,363.0,google,tablet,Sweden
CLIENT_374345,1,2,36092.24,44,503.0,referral,desktop,Sweden
CLIENT_374513,1,3,39538.33,20,1117.0,direct,desktop,United States
CLIENT_375025,1,1,37357.68,18,298.0,facebook,desktop,United Kingdom
CLIENT_377048,1,1,11632.75,43,1318.0,direct,tablet,France
CLIENT_377064,1,1,33463.7,29,284.0,referral,tablet,United States
CLIENT_377132,1,3,48542.94,33,1303.0,facebook,mobile,United States
CLIENT_377449,1,1,15265.41,29,1442.0,email,tablet,Germany
CLIENT_378090,1,1,17927.08,12,930.0,google,desktop,United States
CLIENT_378336,1,2,44836.93,29,1698.0,direct,mobile,France
CLIENT_379130,1,1,43820.28,33,330.0,google,mobile,France
CLIENT_379313,1,1,12082.05,43,536.0,facebook,mobile,United Kingdom
CLIENT_382774,1,3,21104.7,35,1001.0,facebook,tablet,France
CLIENT_383520,1,1,47600.42,23,571.0,direct,tablet,France
CLIENT_383675,1,1,8419.0,43,1582.0,email,mobile,France
CLIENT_383774,1,1,25339.96,29,471.0,facebook,mobile,United Kingdom
CLIENT_384183,1,1,22137.2,41,1094.0,email,tablet,Germany
CLIENT_384194,1,2,14544.47,37,696.0,direct,tablet,France
CLIENT_385004,1,2,40912.07,33,489.0,direct,mobile,Germany
CLIENT_387249,1,2,9314.35,2,1383.0,email,desktop,France
CLIENT_389510,1,1,14101.45,19,686.0,referral,tablet,Sweden
CLIENT_389608,1,1,21823.16,19,1371.0,referral,mobile,Germany
CLIENT_390212,1,2,5087.4,7,801.0,email,mobile,United States
CLIENT_390358,1,1,21712.01,44,1057.0,direct,mobile,France
CLIENT_391101,1,2,18550.1,27,1016.0,referral,desktop,United Kingdom
CLIENT_392509,1,2,11713.33,19,198.0,direct,tablet,Germany
CLIENT_394170,1,2,49437.71,20,114.0,google,mobile,United States
CLIENT_394482,1,1,9149.6,22,616.0,direct,mobile,United States
CLIENT_395250,1,2,37599.04,28,392.0,facebook,mobile,Sweden
CLIENT_395519,1,2,33344.05,18,401.0,facebook,tablet,United Kingdom
CLIENT_396310,1,2,36010.52,8,457.0,email,tablet,France
CLIENT_397848,1,1,21217.7,48,476.0,google,tablet,France
CLIENT_398556,1,1,6821.46,30,519.0,direct,desktop,United States
CLIENT_400565,1,1,21179.12,12,876.0,facebook,desktop,Sweden
CLIENT_400838,1,1,29817.6,15,1204.0,facebook,desktop,United States
CLIENT_401575,1,2,10679.68,40,590.0,google,mobile,Sweden
CLIENT_401673,1,1,45751.58,22,1225.0,facebook,tablet,United States
CLIENT_402998,1,1,37126.72,15,376.0,facebook,mobile,France
CLIENT_403421,1,2,6990.71,12,461.0,facebook,mobile,France
CLIENT_404737,1,1,41110.31,26,356.0,direct,mobile,United States
CLIENT_405615,1,2,48397.66,23,1488.0,google,desktop,United States
CLIENT_407963,1,1,5616.43,5,556.0,direct,desktop,Sweden
CLIENT_410390,1,1,29265.23,8,1206.0,email,tablet,France
CLIENT_412418,1,1,2198.68,48,620.0,facebook,tablet,France
CLIENT_415054,1,1,7094.91,44,1714.0,facebook,desktop,Sweden
CLIENT_416197,1,2,46006.27,25,226.0,direct,mobile,France
CLIENT_417138,1,2,12954.93,33,1215.0,email,mobile,France
CLIENT_417144,1,3,26584.97,2,631.0,facebook,mobile,Germany
CLIENT_417559,1,1,14858.86,12,704.0,google,tablet,United States
CLIENT_417632,1,1,45518.27,2,1732.0,facebook,tablet,Germany
CLIENT_419662,1,2,5110.43,28,1701.0,google,tablet,Germany
CLIENT_419726,1,2,26634.55,36,582.0,direct,tablet,United States
CLIENT_419938,1,1,24141.81,49,1151.0,google,desktop,Germany
CLIENT_421178,1,3,49687.95,35,30.0,email,tablet,Sweden
CLIENT_421191,1,1,27952.19,3,285.0,direct,tablet,United States
CLIENT_423334,1,1,34772.4,43,1170.0,referral,mobile,Sweden
CLIENT_423532,1,1,30920.36,16,1508.0,referral,tablet,Germany
CLIENT_426559,1,1,42254.77,13,1434.0,direct,desktop,United States
CLIENT_429641,1,1,35833.71,19,1540.0,google,tablet,Germany
CLIENT_432430,1,1,15182.94,16,1129.0,direct,mobile,France
CLIENT_432487,1,1,6749.66,20,525.0,referral,desktop,United Kingdom
CLIENT_432938,1,2,31822.69,13,1184.0,email,desktop,United States
CLIENT_437523,1,1,36048.16,41,715.0,google,tablet,Sweden
CLIENT_439116,1,3,31064.47,49,767.0,referral,mobile,United States
CLIENT_439270,1,1,20290.02,29,1277.0,email,desktop,Sweden
CLIENT_440471,1,3,20320.29,10,1768.0,referral,tablet,France
CLIENT_441170,1,1,36546.31,22,1589.0,referral,tablet,France
CLIENT_441409,1,1,32291.21,10,872.0,direct,desktop,United States
CLIENT_441458,1,3,11705.88,9,1044.0,facebook,desktop,France
CLIENT_441466,1,1,24649.09,10,1052.0,facebook,tablet,United Kingdom
CLIENT_442852,1,3,34097.7,42,80.0,email,mobile,Sweden
CLIENT_443306,1,1,14561.73,34,943.0,google,tablet,United Kingdom
CLIENT_444110,1,3,35418.52,4,767.0,direct,mobile,Germany
CLIENT_444839,1,2,9278.36,47,1731.0,referral,mobile,France
CLIENT_447103,1,3,8062.54,15,1288.0,facebook,desktop,France
CLIENT_448433,1,2,44258.67,50,1117.0,direct,mobile,Sweden
CLIENT_449849,1,1,3353.49,37,884.0,email,tablet,Sweden
CLIENT_450636,1,3,23511.1,23,187.0,facebook,desktop,United Kingdom
CLIENT_452102,1,1,47586.68,27,292.0,direct,mobile,United States
CLIENT_453078,1,1,47445.59,21,710.0,referral,tablet,United States
CLIENT_455065,1,1,41453.7,50,1084.0,referral,mobile,United States
CLIENT_455215,1,1,38562.52,8,262.0,facebook,desktop,Sweden
CLIENT_455470,1,1,1702.94,44,283.0,google,tablet,United States
CLIENT_456116,1,1,49327.68,4,602.0,email,tablet,United States
CLIENT_456603,1,3,45835.61,45,1355.0,email,mobile,United Kingdom
CLIENT_457741,1,3,14765.83,28,515.0,facebook,desktop,France
CLIENT_459466,1,1,12080.9,10,30.0,facebook,desktop,Germany
CLIENT_460247,1,1,23943.64,43,545.0,email,mobile,Sweden
CLIENT_460407,1,1,11044.74,45,249.0,email,tablet,Sweden
CLIENT_460911,1,3,47715.68,11,368.0,direct,mobile,Sweden
CLIENT_461552,1,1,45405.92,15,532.0,referral,tablet,Sweden
CLIENT_462007,1,1,6669.23,18,356.0,facebook,mobile,Sweden
CLIENT_462403,1,1,33051.22,9,1161.0,email,tablet,United States
CLIENT_462756,1,1,48298.16,41,223.0,referral,tablet,United Kingdom
CLIENT_463972,1,1,44885.17,45,1485.0,referral,tablet,France
CLIENT_464870,1,1,2367.46,17,292.0,email,mobile,United States
CLIENT_464889,1,1,48503.76,27,1519.0,email,desktop,Sweden
CLIENT_464923,1,1,6305.26,19,1291.0,google,desktop,France
CLIENT_465164,1,1,4955.19,29,170.0,facebook,desktop,United Kingdom
CLIENT_465585,1,1,8023.49,27,99.0,referral,tablet,France
CLIENT_465814,1,2,12737.51,7,109.0,referral,desktop,United Kingdom
CLIENT_466460,1,1,11456.57,3,1394.0,referral,desktop,United Kingdom
CLIENT_466860,1,1,23072.54,15,717.0,email,mobile,Germany
CLIENT_468284,1,1,45606.88,21,632.0,email,desktop,United Kingdom
