order_id,date,customer_id,customer_name,city,product_category,bottles_sold,order_amount_sek
INV_000084,2023-02-15,STORE_4865,Göteborg Vinkällaren,Uppsala,Spirits,34,3186.64
INV_000085,2023-01-22,STORE_6750,Göteborg Vinkällaren,Uppsala,Red Wine,29,14367.56
INV_000086,2023-01-27,STORE_6535,Göteborg Vinkällaren,Stockholm,Beer,28,11363.24
INV_000087,2023-03-22,STORE_7564,Malmö Spritbutiken,Stockholm,White Wine,29,10806.62
INV_000088,2023-03-01,STORE_8699,Göteborg Vinkällaren,Göteborg,Beer,15,6720.53
INV_000089,2023-03-06,STORE_6531,Göteborg Vinkällaren,Lund,Champagne,29,9848.81
INV_000090,2023-03-14,STORE_1282,Malmö Spritbutiken,Göteborg,Red Wine,8,761.46
INV_000091,2023-03-28,STORE_6889,Malmö Spritbutiken,Malmö,Red Wine,22,1363.35
INV_000092,2023-03-01,STORE_4083,Göteborg Vinkällaren,Lund,Beer,50,19013.21
INV_000093,2023-03-24,STORE_5385,Stockholm Systembolaget,Uppsala,Spirits,23,7676.02
INV_000094,2023-02-14,STORE_8106,Stockholm Systembolaget,Göteborg,Red Wine,21,7095.9
INV_000095,2023-03-12,STORE_9934,Göteborg Vinkällaren,Stockholm,Champagne,17,1240.22
INV_000096,2023-02-26,STORE_2155,Göteborg Vinkällaren,Stockholm,White Wine,30,14109.99
INV_000097,2023-02-07,STORE_3617,Stockholm Systembolaget,Malmö,Red Wine,17,8380.86
INV_000098,2023-03-29,STORE_9780,Stockholm Systembolaget,Stockholm,White Wine,22,9790.63
INV_000099,2023-02-03,STORE_6633,Göteborg Vinkällaren,Göteborg,Whiskey,34,5546.88
INV_000100,2023-03-10,STORE_4693,Stockholm Systembolaget,Lund,Beer,28,9047.44
INV_000101,2023-02-09,STORE_1491,Stockholm Systembolaget,Lund,Champagne,47,20256.01
INV_000102,2023-01-15,STORE_4270,Malmö Spritbutiken,Uppsala,White Wine,24,3149.32
INV_000103,2023-01-08,STORE_8260,Malmö Spritbutiken,Göteborg,Beer,35,8570.53
INV_000104,2023-01-23,STORE_3912,Malmö Spritbutiken,Lund,White Wine,38,17148.58
INV_000105,2023-03-06,STORE_1738,Göteborg Vinkällaren,Göteborg,Champagne,13,3101.72
INV_000106,2023-02-21,STORE_2467,Malmö Spritbutiken,Lund,White Wine,49,9965.36
INV_000107,2023-02-22,STORE_7216,Malmö Spritbutiken,Göteborg,Spirits,7,2500.13
INV_000108,2023-03-21,STORE_8380,Stockholm Systembolaget,Göteborg,Spirits,37,10036.43
INV_000109,2023-03-03,STORE_1237,Göteborg Vinkällaren,Lund,Beer,39,13734.24
INV_000110,2023-01-23,STORE_7889,Stockholm Systembolaget,Lund,Champagne,46,20149.77
INV_000111,2023-03-17,STORE_5285,Stockholm Systembolaget,Uppsala,Whiskey,31,11188.72
INV_000112,2023-03-22,STORE_5635,Göteborg Vinkällaren,Stockholm,Whiskey,9,2545.21
INV_000113,2023-02-02,STORE_4411,Stockholm Systembolaget,Uppsala,Spirits,48,21983.34
INV_000114,2023-02-18,STORE_5395,Göteborg Vinkällaren,Stockholm,Spirits,7,3049.12
INV_000115,2023-01-17,STORE_1397,Stockholm Systembolaget,Malmö,Whiskey,46,8366.36
INV_000116,2023-01-09,STORE_4946,Stockholm Systembolaget,Uppsala,Champagne,17,7752.67
INV_000117,2023-03-10,STORE_8355,Malmö Spritbutiken,Stockholm,Whiskey,14,5597.7
INV_000118,2023-02-03,STORE_8954,Stockholm Systembolaget,Malmö,White Wine,3,1186.57
INV_000119,2023-01-25,STORE_1015,Malmö Spritbutiken,Malmö,Champagne,14,3954.08
INV_000120,2023-03-06,STORE_8134,Stockholm Systembolaget,Malmö,Whiskey,10,2520.51
INV_000121,2023-03-29,STORE_4052,Malmö Spritbutiken,Lund,Whiskey,30,11212.2
INV_000122,2023-02-08,STORE_6895,Malmö Spritbutiken,Göteborg,Red Wine,36,8043.68
INV_000123,2023-03-27,STORE_8931,Göteborg Vinkällaren,Uppsala,Champagne,44,4804.62
INV_000124,2023-01-11,STORE_4066,Malmö Spritbutiken,Stockholm,Spirits,13,2082.49
INV_000125,2023-02-02,STORE_8379,Stockholm Systembolaget,Uppsala,Red Wine,30,4374.36
INV_000126,2023-03-27,STORE_2691,Malmö Spritbutiken,Lund,Beer,14,3606.38
INV_000127,2023-02-25,STORE_7794,Malmö Spritbutiken,Stockholm,Champagne,37,17246.53
INV_000128,2023-01-25,STORE_5654,Stockholm Systembolaget,Stockholm,Red Wine,20,7065.97
INV_000129,2023-02-11,STORE_1316,Malmö Spritbutiken,Stockholm,Spirits,12,5407.47
INV_000130,2023-01-20,STORE_5795,Göteborg Vinkällaren,Stockholm,Spirits,20,5735.72
INV_000131,2023-01-20,STORE_5645,Göteborg Vinkällaren,Malmö,White Wine,38,15556.34
INV_000132,2023-03-23,STORE_6905,Stockholm Systembolaget,Lund,Whiskey,7,1372.3
INV_000133,2023-01-07,STORE_8563,Göteborg Vinkällaren,Stockholm,Whiskey,22,1616.93
INV_000134,2023-03-15,STORE_4356,Göteborg Vinkällaren,Stockholm,Beer,5,263.89
INV_000135,2023-02-16,STORE_9777,Stockholm Systembolaget,Lund,Whiskey,38,4220.6
INV_000136,2023-03-21,STORE_4374,Göteborg Vinkällaren,Stockholm,White Wine,24,3256.96
INV_000137,2023-01-30,STORE_5743,Malmö Spritbutiken,Göteborg,Spirits,34,9663.12
INV_000138,2023-02-01,STORE_1970,Malmö Spritbutiken,Göteborg,Red Wine,5,895.51
INV_000139,2023-03-18,STORE_3368,Malmö Spritbutiken,Lund,Beer,33,3251.7
INV_000140,2023-02-22,STORE_4414,Malmö Spritbutiken,Lund,Red Wine,25,4417.62
INV_000141,2023-03-24,STORE_7035,Stockholm Systembolaget,Göteborg,Spirits,33,2753.88
INV_000142,2023-01-25,STORE_3977,Göteborg Vinkällaren,Uppsala,Spirits,13,1332.41
INV_000143,2023-01-23,STORE_3602,Malmö Spritbutiken,Uppsala,Champagne,4,1410.83
INV_000144,2023-03-25,STORE_1643,Göteborg Vinkällaren,Malmö,Beer,40,14112.55
INV_000145,2023-02-25,STORE_2200,Stockholm Systembolaget,Malmö,White Wine,34,3799.09
INV_000146,2023-03-24,STORE_8524,Göteborg Vinkällaren,Lund,Spirits,42,17399.23
INV_000147,2023-01-10,STORE_7903,Malmö Spritbutiken,Göteborg,White Wine,18,3910.1
INV_000148,2023-02-01,STORE_2822,Malmö Spritbutiken,Göteborg,White Wine,37,2183.69
INV_000149,2023-03-05,STORE_5305,Stockholm Systembolaget,Lund,Champagne,16,1120.19
INV_000150,2023-02-18,STORE_7290,Göteborg Vinkällaren,Lund,White Wine,21,3679.78
INV_000151,2023-01-02,STORE_4816,Stockholm Systembolaget,Uppsala,Spirits,12,2718.94
INV_000152,2023-03-15,STORE_1606,Stockholm Systembolaget,Göteborg,White Wine,27,12589.1
INV_000153,2023-01-05,STORE_4557,Stockholm Systembolaget,Uppsala,Spirits,37,12485.52
INV_000154,2023-01-03,STORE_6051,Stockholm Systembolaget,Göteborg,Spirits,20,4630.46
INV_000155,2023-01-24,STORE_4167,Malmö Spritbutiken,Göteborg,White Wine,31,6551.34
INV_000156,2023-03-14,STORE_3833,Göteborg Vinkällaren,Lund,Red Wine,18,1250.05
INV_000157,2023-02-08,STORE_5963,Malmö Spritbutiken,Malmö,White Wine,33,10791.04
INV_000158,2023-03-13,STORE_1573,Stockholm Systembolaget,Uppsala,Champagne,25,7097.82
INV_000159,2023-02-06,STORE_3067,Göteborg Vinkällaren,Stockholm,Whiskey,45,16831.73
INV_000160,2023-01-30,STORE_7499,Stockholm Systembolaget,Malmö,White Wine,13,4181.3
INV_000161,2023-03-11,STORE_4147,Göteborg Vinkällaren,Göteborg,Red Wine,38,3812.9
INV_000162,2023-03-14,STORE_4767,Malmö Spritbutiken,Lund,Champagne,11,4809.12
INV_000163,2023-01-21,STORE_6317,Göteborg Vinkällaren,Uppsala,White Wine,17,1107.82
INV_000164,2023-02-09,STORE_4299,Stockholm Systembolaget,Malmö,White Wine,8,1965.72
INV_000165,2023-02-13,STORE_3027,Göteborg Vinkällaren,Lund,White Wine,19,8996.87
INV_000166,2023-02-01,STORE_4712,Stockholm Systembolaget,Lund,White Wine,22,10492.22
INV_000167,2023-01-15,STORE_9486,Göteborg Vinkällaren,Malmö,Beer,27,2522.49
INV_000168,2023-03-20,STORE_3966,Stockholm Systembolaget,Malmö,Champagne,45,15064.64
INV_000169,2023-03-23,STORE_6950,Göteborg Vinkällaren,Malmö,White Wine,23,9335.3
INV_000170,2023-03-28,STORE_4685,Stockholm Systembolaget,Lund,Red Wine,38,5115.64
INV_000171,2023-03-10,STORE_4058,Malmö Spritbutiken,Stockholm,Spirits,46,14759.3
INV_000172,2023-01-25,STORE_2951,Malmö Spritbutiken,Lund,Spirits,43,14028.48
INV_000173,2023-01-01,STORE_6150,Göteborg Vinkällaren,Lund,Spirits,7,2424.77
INV_000174,2023-02-09,STORE_2152,Malmö Spritbutiken,Stockholm,Red Wine,10,1283.69
INV_000175,2023-01-26,STORE_5116,Stockholm Systembolaget,Lund,Red Wine,8,3531.21
INV_000176,2023-03-22,STORE_2138,Stockholm Systembolaget,Göteborg,White Wine,4,963.82
INV_000177,2023-03-19,STORE_7731,Malmö Spritbutiken,Göteborg,Whiskey,45,3495.21
INV_000178,2023-01-05,STORE_7302,Göteborg Vinkällaren,Malmö,Spirits,33,6997.77
INV_000179,2023-01-06,STORE_3823,Stockholm Systembolaget,Göteborg,White Wine,2,713.93
INV_000180,2023-02-04,STORE_3235,Malmö Spritbutiken,Lund,White Wine,30,2288.15
INV_000181,2023-02-06,STORE_4444,Göteborg Vinkällaren,Malmö,Red Wine,49,4031.02
INV_000182,2023-01-28,STORE_4700,Malmö Spritbutiken,Lund,Whiskey,28,9741.46
INV_000183,2023-02-20,STORE_8588,Malmö Spritbutiken,Stockholm,Whiskey,22,6663.51
INV_000184,2023-03-08,STORE_3814,Stockholm Systembolaget,Lund,Whiskey,28,9122.74
INV_000185,2023-01-30,STORE_8791,Göteborg Vinkällaren,Stockholm,Champagne,47,6977.42
INV_000186,2023-02-25,STORE_2719,Göteborg Vinkällaren,Uppsala,Champagne,42,8142.68
INV_000187,2023-01-25,STORE_7681,Göteborg Vinkällaren,Lund,Red Wine,4,1737.78
INV_000188,2023-03-11,STORE_9772,Malmö Spritbutiken,Göteborg,Champagne,29,9657.73
INV_000189,2023-03-24,STORE_3725,Stockholm Systembolaget,Uppsala,Beer,11,5435.09
INV_000190,2023-01-19,STORE_5562,Malmö Spritbutiken,Uppsala,Champagne,3,778.24
INV_000191,2023-01-01,STORE_7505,Malmö Spritbutiken,Stockholm,White Wine,29,9418.12
INV_000192,2023-02-20,STORE_9075,Malmö Spritbutiken,Göteborg,Champagne,22,8315.32
INV_000193,2023-03-01,STORE_5697,Göteborg Vinkällaren,Göteborg,Spirits,19,8540.1
INV_000194,2023-03-06,STORE_7487,Malmö Spritbutiken,Malmö,Beer,46,6279.48
INV_000195,2023-02-28,STORE_9192,Malmö Spritbutiken,Stockholm,White Wine,41,19994.5
INV_000196,2023-01-20,STORE_8712,Göteborg Vinkällaren,Uppsala,Spirits,43,20503.09
INV_000197,2023-03-03,STORE_1399,Göteborg Vinkällaren,Lund,Red Wine,42,7083.67
INV_000198,2023-01-05,STORE_5730,Göteborg Vinkällaren,Göteborg,Whiskey,38,9535.1
INV_000199,2023-03-19,STORE_1209,Malmö Spritbutiken,Göteborg,Whiskey,43,15049.49
INV_000200,2023-03-20,STORE_8839,Göteborg Vinkällaren,Lund,Beer,31,5285.38
INV_000201,2023-03-31,STORE_2294,Stockholm Systembolaget,Lund,Red Wine,45,7939.1
INV_000202,2023-01-21,STORE_7934,Malmö Spritbutiken,Malmö,Spirits,18,2116.03
INV_000203,2023-03-29,STORE_6096,Malmö Spritbutiken,Lund,White Wine,8,1957.12
INV_000204,2023-01-11,STORE_7457,Göteborg Vinkällaren,Stockholm,White Wine,24,10363.28
INV_000205,2023-03-25,STORE_2397,Göteborg Vinkällaren,Malmö,Spirits,6,2922.51
INV_000206,2023-01-29,STORE_4993,Malmö Spritbutiken,Uppsala,Beer,50,14828.38
INV_000207,2023-01-09,STORE_8126,Stockholm Systembolaget,Göteborg,Champagne,41,18046.07
INV_000208,2023-01-22,STORE_5208,Göteborg Vinkällaren,Malmö,Spirits,21,9607.97
INV_000209,2023-01-15,STORE_6863,Malmö Spritbutiken,Malmö,Beer,46,11151.82
INV_000210,2023-03-09,STORE_5615,Stockholm Systembolaget,Uppsala,Beer,6,2274.05
INV_000211,2023-03-23,STORE_7324,Göteborg Vinkällaren,Göteborg,Red Wine,1,82.18
INV_000212,2023-03-18,STORE_6864,Stockholm Systembolaget,Göteborg,Champagne,16,7424.24
INV_000213,2023-02-28,STORE_3900,Stockholm Systembolaget,Lund,Spirits,26,9380.97
INV_000214,2023-03-21,STORE_2185,Göteborg Vinkällaren,Malmö,Beer,37,2040.25
INV_000215,2023-01-04,STORE_7838,Göteborg Vinkällaren,Göteborg,Spirits,38,4922.2
INV_000216,2023-02-03,STORE_3544,Stockholm Systembolaget,Malmö,Champagne,43,5708.62
INV_000217,2023-01-02,STORE_1095,Göteborg Vinkällaren,Malmö,Whiskey,39,15308.2
INV_000218,2023-02-11,STORE_7137,Göteborg Vinkällaren,Stockholm,Red Wine,36,15237.4
INV_000219,2023-01-30,STORE_5705,Malmö Spritbutiken,Uppsala,Whiskey,28,12070.71
INV_000220,2023-03-16,STORE_5526,Stockholm Systembolaget,Uppsala,Beer,50,8079.32
INV_000221,2023-02-04,STORE_9336,Göteborg Vinkällaren,Uppsala,Beer,5,2099.91
INV_000222,2023-03-03,STORE_4333,Stockholm Systembolaget,Göteborg,Champagne,31,5496.22
INV_000223,2023-02-09,STORE_1924,Malmö Spritbutiken,Uppsala,Spirits,45,14404.65
INV_000224,2023-03-10,STORE_2015,Malmö Spritbutiken,Lund,Whiskey,9,2846.72
INV_000225,2023-01-26,STORE_6713,Stockholm Systembolaget,Malmö,Beer,49,14218.13
INV_000226,2023-02-27,STORE_8044,Göteborg Vinkällaren,Uppsala,Red Wine,45,10014.87
INV_000227,2023-01-13,STORE_1706,Stockholm Systembolaget,Uppsala,Red Wine,22,9600.29
INV_000228,2023-02-21,STORE_8288,Stockholm Systembolaget,Uppsala,White Wine,26,3456.06
INV_000229,2023-02-19,STORE_8437,Stockholm Systembolaget,Lund,Red Wine,36,14282.1
INV_000230,2023-01-08,STORE_8998,Malmö Spritbutiken,Malmö,White Wine,48,5701.43
INV_000231,2023-01-01,STORE_3077,Stockholm Systembolaget,Stockholm,Red Wine,32,3764.35
INV_000232,2023-01-03,STORE_8147,Göteborg Vinkällaren,Lund,White Wine,22,7241.07
INV_000233,2023-02-04,STORE_9392,Göteborg Vinkällaren,Uppsala,Whiskey,8,1019.74
INV_000234,2023-03-23,STORE_3006,Göteborg Vinkällaren,Malmö,Red Wine,29,4223.07
INV_000235,2023-02-03,STORE_6635,Stockholm Systembolaget,Malmö,Champagne,45,19150.17
INV_000236,2023-01-05,STORE_8005,Stockholm Systembolaget,Lund,Red Wine,24,1301.59
INV_000237,2023-01-17,STORE_2215,Göteborg Vinkällaren,Malmö,White Wine,14,4219.83
INV_000238,2023-01-09,STORE_7327,Malmö Spritbutiken,Malmö,Beer,4,649.67
INV_000239,2023-01-29,STORE_4347,Göteborg Vinkällaren,Lund,White Wine,7,3162.93
INV_000240,2023-03-06,STORE_2641,Malmö Spritbutiken,Uppsala,Spirits,30,13152.11
INV_000241,2023-02-06,STORE_9094,Göteborg Vinkällaren,Uppsala,Champagne,38,5541.36
INV_000242,2023-01-22,STORE_4253,Stockholm Systembolaget,Lund,Whiskey,43,20469.45
INV_000243,2023-03-19,STORE_7646,Göteborg Vinkällaren,Malmö,Beer,8,3174.34
INV_000244,2023-02-04,STORE_2516,Malmö Spritbutiken,Uppsala,Red Wine,30,5480.42
INV_000245,2023-01-28,STORE_5243,Malmö Spritbutiken,Göteborg,Beer,37,16853.88
INV_000246,2023-03-10,STORE_4062,Stockholm Systembolaget,Malmö,Whiskey,37,13371.81
INV_000247,2023-01-02,STORE_5076,Malmö Spritbutiken,Lund,Red Wine,3,762.4
INV_000248,2023-02-22,STORE_4143,Malmö Spritbutiken,Göteborg,Beer,4,927.73
INV_000249,2023-01-15,STORE_9296,Stockholm Systembolaget,Lund,Spirits,16,856.3
INV_000250,2023-02-25,STORE_6589,Malmö Spritbutiken,Lund,Beer,16,7718.09
INV_000251,2023-03-30,STORE_1157,Stockholm Systembolaget,Lund,Red Wine,3,1410.82
INV_000252,2023-01-20,STORE_8507,Göteborg Vinkällaren,Stockholm,Champagne,19,9097.87
INV_000253,2023-02-16,STORE_3029,Stockholm Systembolaget,Malmö,Champagne,38,9819.18
INV_000254,2023-02-09,STORE_9074,Göteborg Vinkällaren,Uppsala,Whiskey,20,2826.33
INV_000255,2023-02-28,STORE_4913,Stockholm Systembolaget,Göteborg,Red Wine,16,1184.08
INV_000256,2023-01-27,STORE_2554,Göteborg Vinkällaren,Malmö,Champagne,21,2684.55
INV_000257,2023-02-23,STORE_5130,Stockholm Systembolaget,Uppsala,Whiskey,33,5292.84
INV_000258,2023-03-08,STORE_5030,Malmö Spritbutiken,Malmö,Champagne,38,15146.67
INV_000259,2023-02-06,STORE_3118,Stockholm Systembolaget,Göteborg,Beer,20,5771.7
INV_000260,2023-01-19,STORE_9367,Stockholm Systembolaget,Malmö,Red Wine,27,9968.09
INV_000261,2023-03-12,STORE_4396,Stockholm Systembolaget,Malmö,Champagne,17,6214.31
INV_000262,2023-03-14,STORE_2275,Malmö Spritbutiken,Göteborg,White Wine,14,1077.67
INV_000263,2023-01-21,STORE_8911,Stockholm Systembolaget,Göteborg,Champagne,37,9811.22
INV_000264,2023-03-17,STORE_1647,Stockholm Systembolaget,Göteborg,Champagne,47,13437.27
INV_000265,2023-03-16,STORE_4921,Göteborg Vinkällaren,Göteborg,Whiskey,5,1986.34
INV_000266,2023-01-23,STORE_3287,Göteborg Vinkällaren,Malmö,Whiskey,50,7589.03
INV_000267,2023-01-08,STORE_2698,Göteborg Vinkällaren,Stockholm,Champagne,41,10725.25
INV_000268,2023-01-09,STORE_5143,Stockholm Systembolaget,Uppsala,White Wine,23,9912.17
INV_000269,2023-02-15,STORE_9142,Stockholm Systembolaget,Malmö,Red Wine,22,6140.09
INV_000270,2023-03-18,STORE_5858,Stockholm Systembolaget,Uppsala,Red Wine,37,18222.12
INV_000271,2023-03-11,STORE_8817,Stockholm Systembolaget,Uppsala,White Wine,24,4791.77
INV_000272,2023-01-01,STORE_8133,Stockholm Systembolaget,Uppsala,Whiskey,41,19208.86
INV_000273,2023-03-08,STORE_1123,Stockholm Systembolaget,Stockholm,Beer,4,938.63
INV_000274,2023-02-17,STORE_8928,Göteborg Vinkällaren,Göteborg,Whiskey,13,5152.97
INV_000275,2023-03-05,STORE_7636,Göteborg Vinkällaren,Lund,Beer,4,1886.12
INV_000276,2023-03-10,STORE_5579,Malmö Spritbutiken,Göteborg,Red Wine,6,1611.74
INV_000277,2023-02-14,STORE_3206,Stockholm Systembolaget,Göteborg,Whiskey,24,6377.03
INV_000278,2023-02-14,STORE_2890,Stockholm Systembolaget,Stockholm,Spirits,32,13357.83
INV_000279,2023-02-05,STORE_8943,Malmö Spritbutiken,Malmö,Whiskey,10,3760.16
