order_id,date,customer_id,customer_name,city,product_category,bottles_sold,order_amount_sek
INV_000040,2023-03-09,STORE_2557,Malmö Spritbutiken,Göteborg,Red Wine,45,11535.01
INV_000041,2023-01-17,STORE_3024,Malmö Spritbutiken,Göteborg,Red Wine,5,795.9
INV_000042,2023-03-06,STORE_8076,Stockholm Systembolaget,Göteborg,Beer,38,12559.41
INV_000043,2023-02-15,STORE_2482,Malmö Spritbutiken,Uppsala,Spirits,29,2959.93
INV_000044,2023-02-12,STORE_3216,Stockholm Systembolaget,Malmö,White Wine,48,7762.73
INV_000045,2023-01-30,STORE_3000,Stockholm Systembolaget,Göteborg,Champagne,41,13768.87
INV_000046,2023-01-08,STORE_7538,Stockholm Systembolaget,Stockholm,Champagne,33,7181.3
INV_000047,2023-01-21,STORE_8775,Stockholm Systembolaget,Malmö,Whiskey,42,4689.6
INV_000048,2023-01-02,STORE_2343,Stockholm Systembolaget,Uppsala,Beer,31,15343.51
INV_000049,2023-03-02,STORE_2978,Göteborg Vinkällaren,Göteborg,Spirits,45,17989.28
INV_000050,2023-02-15,STORE_5596,Malmö Spritbutiken,Lund,Red Wine,25,3968.67
INV_000051,2023-01-09,STORE_1560,Stockholm Systembolaget,Uppsala,Whiskey,25,2852.54
INV_000052,2023-03-15,STORE_1073,Göteborg Vinkällaren,Malmö,Champagne,1,118.73
INV_000053,2023-01-14,STORE_4545,Malmö Spritbutiken,Lund,Whiskey,21,2124.11
INV_000054,2023-03-31,STORE_7143,Malmö Spritbutiken,Göteborg,Champagne,37,10333.12
INV_000055,2023-03-29,STORE_2640,Stockholm Systembolaget,Uppsala,Champagne,31,1834.39
INV_000056,2023-01-27,STORE_1916,Stockholm Systembolaget,Uppsala,Champagne,50,20652.25
INV_000057,2023-01-18,STORE_5814,Malmö Spritbutiken,Stockholm,Whiskey,30,7939.86
INV_000058,2023-02-04,STORE_4579,Stockholm Systembolaget,Stockholm,Beer,19,7692.55
INV_000059,2023-02-23,STORE_2416,Göteborg Vinkällaren,Stockholm,White Wine,14,5456.93
INV_000060,2023-03-16,STORE_7799,Malmö Spritbutiken,Lund,Champagne,46,19400.72
INV_000061,2023-02-05,STORE_6912,Stockholm Systembolaget,Uppsala,Beer,19,8085.0
INV_000062,2023-03-16,STORE_7877,Malmö Spritbutiken,Malmö,Beer,49,16898.06
INV_000063,2023-01-06,STORE_9320,Malmö Spritbutiken,Göteborg,Whiskey,46,21972.45
INV_000064,2023-01-19,STORE_3701,Malmö Spritbutiken,Lund,White Wine,47,20308.93
INV_000065,2023-03-15,STORE_7801,Stockholm Systembolaget,Göteborg,White Wine,9,2561.93
INV_000066,2023-03-09,STORE_4365,Göteborg Vinkällaren,Uppsala,Whiskey,23,6411.74
INV_000067,2023-03-14,STORE_7486,Malmö Spritbutiken,Lund,Whiskey,42,20338.19
INV_000068,2023-01-31,STORE_9920,Göteborg Vinkällaren,Lund,Spirits,39,5976.26
INV_000069,2023-01-20,STORE_4778,Stockholm Systembolaget,Malmö,Beer,50,15757.19
INV_000070,2023-02-09,STORE_2128,Malmö Spritbutiken,Lund,Champagne,40,18347.79
INV_000071,2023-02-01,STORE_7957,Malmö Spritbutiken,Uppsala,Whiskey,11,564.91
INV_000072,2023-03-10,STORE_6965,Stockholm Systembolaget,Stockholm,Whiskey,2,123.2
INV_000073,2023-03-27,STORE_8656,Malmö Spritbutiken,Malmö,Spirits,9,947.29
INV_000074,2023-02-03,STORE_5372,Malmö Spritbutiken,Malmö,Champagne,9,1518.42
INV_000075,2023-02-17,STORE_9144,Stockholm Systembolaget,Uppsala,Red Wine,25,11094.68
INV_000076,2023-03-12,STORE_3843,Göteborg Vinkällaren,Göteborg,Beer,38,6381.64
INV_000077,2023-03-29,STORE_8766,Göteborg Vinkällaren,Göteborg,Beer,23,4174.53
INV_000078,2023-02-12,STORE_2801,Stockholm Systembolaget,Malmö,White Wine,28,6569.2
INV_000079,2023-01-10,STORE_7341,Göteborg Vinkällaren,Lund,Spirits,33,13276.48
INV_000080,2023-03-30,STORE_9767,Göteborg Vinkällaren,Stockholm,Whiskey,41,19959.64
INV_000081,2023-01-16,STORE_4124,Göteborg Vinkällaren,Göteborg,Red Wine,13,5138.16
INV_000082,2023-02-01,STORE_3481,Göteborg Vinkällaren,Göteborg,Whiskey,35,15994.4
INV_000083,2023-02-07,STORE_5878,Malmö Spritbutiken,Lund,Champagne,28,6674.87
INV_000084,2023-03-19,STORE_7937,Malmö Spritbutiken,Malmö,Spirits,44,17643.92
INV_000085,2023-02-10,STORE_3312,Malmö Spritbutiken,Uppsala,Champagne,50,13354.86
INV_000086,2023-01-02,STORE_4277,Malmö Spritbutiken,Malmö,Spirits,46,3553.35
INV_000087,2023-01-02,STORE_6057,Stockholm Systembolaget,Göteborg,Spirits,18,7370.58
INV_000088,2023-02-13,STORE_1507,Malmö Spritbutiken,Uppsala,Beer,41,9305.75
INV_000089,2023-02-12,STORE_4679,Stockholm Systembolaget,Uppsala,Beer,10,4576.45
INV_000090,2023-02-27,STORE_6707,Malmö Spritbutiken,Stockholm,Beer,49,3821.89
INV_000091,2023-01-25,STORE_8127,Göteborg Vinkällaren,Malmö,Spirits,11,949.31
INV_000092,2023-01-23,STORE_8178,Göteborg Vinkällaren,Göteborg,White Wine,28,9341.64
INV_000093,2023-03-05,STORE_8742,Göteborg Vinkällaren,Stockholm,Champagne,6,2169.77
INV_000094,2023-01-11,STORE_1045,Malmö Spritbutiken,Göteborg,Spirits,23,9697.97
INV_000095,2023-02-09,STORE_9529,Göteborg Vinkällaren,Lund,Whiskey,23,5011.43
INV_000096,2023-02-16,STORE_3052,Göteborg Vinkällaren,Uppsala,Red Wine,39,10710.16
INV_000097,2023-01-10,STORE_6187,Stockholm Systembolaget,Lund,Champagne,37,6426.78
INV_000098,2023-02-21,STORE_4447,Stockholm Systembolaget,Lund,Champagne,18,1174.71
INV_000099,2023-01-17,STORE_6325,Göteborg Vinkällaren,Stockholm,Spirits,35,14675.46
INV_000100,2023-03-28,STORE_1971,Stockholm Systembolaget,Göteborg,Beer,15,5882.06
INV_000101,2023-01-01,STORE_3755,Göteborg Vinkällaren,Uppsala,White Wine,31,14703.18
INV_000102,2023-01-14,STORE_8269,Malmö Spritbutiken,Lund,Champagne,46,21196.91
INV_000103,2023-01-18,STORE_1237,Malmö Spritbutiken,Lund,Spirits,30,4552.79
INV_000104,2023-02-11,STORE_2000,Malmö Spritbutiken,Göteborg,Spirits,41,4556.52
INV_000105,2023-01-04,STORE_6124,Malmö Spritbutiken,Lund,Beer,34,3215.41
INV_000106,2023-01-27,STORE_4198,Stockholm Systembolaget,Malmö,Champagne,43,10587.88
INV_000107,2023-01-10,STORE_1260,Malmö Spritbutiken,Lund,Champagne,4,1942.49
INV_000108,2023-03-21,STORE_9823,Göteborg Vinkällaren,Göteborg,Whiskey,33,3400.87
INV_000109,2023-02-17,STORE_4653,Göteborg Vinkällaren,Göteborg,Beer,21,7063.19
INV_000110,2023-03-25,STORE_9886,Göteborg Vinkällaren,Göteborg,Whiskey,39,10180.35
INV_000111,2023-02-21,STORE_5403,Göteborg Vinkällaren,Malmö,Beer,47,18345.73
INV_000112,2023-03-03,STORE_8352,Malmö Spritbutiken,Malmö,Whiskey,1,345.63
INV_000113,2023-03-30,STORE_5683,Stockholm Systembolaget,Lund,White Wine,37,12775.37
INV_000114,2023-02-05,STORE_6964,Stockholm Systembolaget,Uppsala,White Wine,8,3747.96
INV_000115,2023-01-20,STORE_3662,Stockholm Systembolaget,Göteborg,Champagne,31,6297.36
INV_000116,2023-02-07,STORE_1547,Malmö Spritbutiken,Stockholm,White Wine,46,15644.54
INV_000117,2023-02-06,STORE_2593,Malmö Spritbutiken,Lund,Beer,48,16824.91
INV_000118,2023-02-24,STORE_6443,Stockholm Systembolaget,Lund,Beer,13,4446.94
INV_000119,2023-02-23,STORE_8357,Stockholm Systembolaget,Stockholm,Spirits,7,3040.53
INV_000120,2023-01-20,STORE_9593,Göteborg Vinkällaren,Stockholm,Champagne,1,328.42
INV_000121,2023-03-09,STORE_2350,Göteborg Vinkällaren,Stockholm,Beer,43,21328.91
INV_000122,2023-01-30,STORE_6398,Stockholm Systembolaget,Malmö,White Wine,48,3366.25
INV_000123,2023-02-19,STORE_5260,Malmö Spritbutiken,Göteborg,White Wine,2,147.33
INV_000124,2023-02-16,STORE_2533,Malmö Spritbutiken,Uppsala,White Wine,7,1104.14
INV_000125,2023-01-29,STORE_4667,Malmö Spritbutiken,Stockholm,Red Wine,30,10464.44
INV_000126,2023-03-23,STORE_4769,Malmö Spritbutiken,Malmö,Spirits,30,6467.12
INV_000127,2023-02-23,STORE_6261,Stockholm Systembolaget,Göteborg,Beer,10,3644.8
INV_000128,2023-03-07,STORE_9560,Stockholm Systembolaget,Malmö,Red Wine,15,2278.89
INV_000129,2023-01-29,STORE_3845,Göteborg Vinkällaren,Uppsala,Spirits,47,22675.71
INV_000130,2023-03-29,STORE_1216,Stockholm Systembolaget,Malmö,Whiskey,46,5859.31
INV_000131,2023-01-25,STORE_4154,Göteborg Vinkällaren,Malmö,White Wine,28,4984.02
INV_000132,2023-01-01,STORE_1977,Stockholm Systembolaget,Uppsala,Whiskey,8,2051.88
INV_000133,2023-01-11,STORE_2886,Stockholm Systembolaget,Uppsala,Beer,2,730.77
INV_000134,2023-03-23,STORE_1948,Göteborg Vinkällaren,Göteborg,Spirits,5,592.23
INV_000135,2023-01-16,STORE_8783,Stockholm Systembolaget,Lund,Red Wine,37,11571.63
INV_000136,2023-02-03,STORE_1441,Stockholm Systembolaget,Malmö,Spirits,5,660.51
INV_000137,2023-01-10,STORE_8838,Stockholm Systembolaget,Uppsala,Red Wine,39,11551.76
INV_000138,2023-03-14,STORE_7331,Göteborg Vinkällaren,Stockholm,Champagne,2,997.79
INV_000139,2023-01-26,STORE_3160,Malmö Spritbutiken,Malmö,Spirits,39,13164.17
INV_000140,2023-03-15,STORE_8504,Stockholm Systembolaget,Stockholm,Spirits,18,6884.55
INV_000141,2023-01-22,STORE_2967,Malmö Spritbutiken,Lund,Red Wine,1,351.94
INV_000142,2023-03-17,STORE_9953,Malmö Spritbutiken,Malmö,White Wine,36,12830.61
INV_000143,2023-01-06,STORE_6024,Malmö Spritbutiken,Malmö,Spirits,31,13228.92
INV_000144,2023-03-20,STORE_4436,Malmö Spritbutiken,Uppsala,Spirits,27,5084.37
INV_000145,2023-03-14,STORE_1152,Malmö Spritbutiken,Uppsala,White Wine,47,4095.22
INV_000146,2023-02-15,STORE_9645,Malmö Spritbutiken,Lund,Whiskey,8,706.24
INV_000147,2023-03-03,STORE_6215,Malmö Spritbutiken,Göteborg,Spirits,26,5426.06
INV_000148,2023-02-05,STORE_1769,Malmö Spritbutiken,Uppsala,White Wine,42,7943.82
INV_000149,2023-01-23,STORE_9789,Malmö Spritbutiken,Uppsala,White Wine,50,15296.83
INV_000150,2023-01-03,STORE_5296,Göteborg Vinkällaren,Uppsala,Beer,37,17697.97
INV_000151,2023-03-18,STORE_5598,Göteborg Vinkällaren,Stockholm,White Wine,34,3351.22
INV_000152,2023-03-08,STORE_2869,Malmö Spritbutiken,Lund,Red Wine,13,1904.65
INV_000153,2023-03-22,STORE_4421,Göteborg Vinkällaren,Stockholm,Champagne,14,2166.54
INV_000154,2023-02-23,STORE_6827,Göteborg Vinkällaren,Stockholm,Champagne,5,1218.92
INV_000155,2023-03-25,STORE_3761,Malmö Spritbutiken,Lund,White Wine,49,21138.29
INV_000156,2023-03-03,STORE_8777,Stockholm Systembolaget,Göteborg,Spirits,28,13126.48
INV_000157,2023-03-19,STORE_6828,Göteborg Vinkällaren,Malmö,White Wine,23,11226.57
INV_000158,2023-01-12,STORE_3126,Malmö Spritbutiken,Stockholm,Whiskey,46,20549.09
INV_000159,2023-01-06,STORE_3275,Göteborg Vinkällaren,Göteborg,Whiskey,29,11536.66
INV_000160,2023-02-24,STORE_3507,Göteborg Vinkällaren,Göteborg,Red Wine,6,2824.44
INV_000161,2023-02-11,STORE_8733,Malmö Spritbutiken,Stockholm,Whiskey,13,2069.92
INV_000162,2023-01-25,STORE_5236,Malmö Spritbutiken,Malmö,Spirits,12,5515.77
INV_000163,2023-03-13,STORE_6815,Göteborg Vinkällaren,Lund,Spirits,1,383.84
INV_000164,2023-01-18,STORE_1317,Malmö Spritbutiken,Malmö,Champagne,21,6775.81
INV_000165,2023-01-16,STORE_3364,Göteborg Vinkällaren,Göteborg,Champagne,44,21767.27
INV_000166,2023-03-04,STORE_9738,Stockholm Systembolaget,Malmö,Spirits,24,7219.16
INV_000167,2023-01-13,STORE_1628,Stockholm Systembolaget,Malmö,Beer,4,662.12
INV_000168,2023-02-07,STORE_9531,Stockholm Systembolaget,Stockholm,Red Wine,45,20675.46
INV_000169,2023-02-14,STORE_7338,Göteborg Vinkällaren,Lund,Red Wine,18,4690.28
INV_000170,2023-02-20,STORE_6816,Göteborg Vinkällaren,Lund,Beer,23,4106.0
INV_000171,2023-03-04,STORE_4028,Göteborg Vinkällaren,Göteborg,White Wine,14,3755.43
INV_000172,2023-01-21,STORE_8222,Stockholm Systembolaget,Stockholm,Champagne,21,4013.44
INV_000173,2023-03-05,STORE_8517,Stockholm Systembolaget,Lund,Spirits,4,255.85
INV_000174,2023-01-22,STORE_5381,Göteborg Vinkällaren,Malmö,Red Wine,2,953.3
INV_000175,2023-03-22,STORE_3482,Malmö Spritbutiken,Uppsala,Whiskey,2,479.11
INV_000176,2023-02-10,STORE_1648,Göteborg Vinkällaren,Göteborg,Champagne,5,963.29
INV_000177,2023-03-31,STORE_6652,Malmö Spritbutiken,Malmö,Spirits,35,2134.55
INV_000178,2023-03-11,STORE_6632,Göteborg Vinkällaren,Lund,Beer,44,20393.73
INV_000179,2023-01-28,STORE_6613,Stockholm Systembolaget,Lund,Champagne,41,9621.41
INV_000180,2023-03-14,STORE_5430,Malmö Spritbutiken,Uppsala,Champagne,34,14519.18
INV_000181,2023-01-21,STORE_2542,Stockholm Systembolaget,Lund,Whiskey,15,2813.24
INV_000182,2023-02-27,STORE_1433,Malmö Spritbutiken,Lund,Beer,13,3562.12
INV_000183,2023-02-10,STORE_7399,Stockholm Systembolaget,Stockholm,Champagne,41,7260.36
INV_000184,2023-01-21,STORE_8434,Malmö Spritbutiken,Lund,Whiskey,4,324.74
INV_000185,2023-01-10,STORE_1672,Malmö Spritbutiken,Lund,Spirits,21,7235.06
INV_000186,2023-02-02,STORE_8659,Malmö Spritbutiken,Lund,Spirits,46,14195.51
INV_000187,2023-03-19,STORE_4997,Göteborg Vinkällaren,Malmö,Champagne,27,7451.93
INV_000188,2023-01-15,STORE_8301,Göteborg Vinkällaren,Malmö,Red Wine,49,18286.16
INV_000189,2023-01-10,STORE_5836,Göteborg Vinkällaren,Lund,Whiskey,42,2118.93
INV_000190,2023-01-25,STORE_2138,Malmö Spritbutiken,Uppsala,Beer,5,707.74
INV_000191,2023-01-31,STORE_1895,Stockholm Systembolaget,Malmö,Spirits,19,7211.72
INV_000192,2023-01-06,STORE_5956,Malmö Spritbutiken,Lund,Whiskey,31,11149.34
INV_000193,2023-01-09,STORE_5128,Malmö Spritbutiken,Stockholm,Champagne,8,1634.18
INV_000194,2023-01-28,STORE_3885,Stockholm Systembolaget,Lund,Beer,5,1756.18
INV_000195,2023-03-20,STORE_2684,Stockholm Systembolaget,Lund,Beer,17,2938.6
INV_000196,2023-01-16,STORE_2342,Malmö Spritbutiken,Lund,Champagne,46,21390.85
INV_000197,2023-02-26,STORE_3092,Malmö Spritbutiken,Uppsala,Whiskey,31,13621.21
INV_000198,2023-01-26,STORE_8248,Göteborg Vinkällaren,Lund,Whiskey,22,2698.61
INV_000199,2023-02-05,STORE_6093,Malmö Spritbutiken,Uppsala,Red Wine,44,17560.25
INV_000200,2023-01-05,STORE_6494,Malmö Spritbutiken,Malmö,Champagne,26,4735.58
INV_000201,2023-02-07,STORE_3901,Malmö Spritbutiken,Göteborg,White Wine,34,2764.42
INV_000202,2023-03-12,STORE_2149,Stockholm Systembolaget,Malmö,Whiskey,19,6387.31
INV_000203,2023-02-19,STORE_5241,Stockholm Systembolaget,Stockholm,Whiskey,30,3777.44
INV_000204,2023-01-20,STORE_2078,Göteborg Vinkällaren,Göteborg,Whiskey,25,5081.95
INV_000205,2023-01-09,STORE_9862,Göteborg Vinkällaren,Malmö,White Wine,11,1470.92
INV_000206,2023-01-23,STORE_8133,Malmö Spritbutiken,Stockholm,Beer,32,9098.32
INV_000207,2023-01-15,STORE_7931,Malmö Spritbutiken,Göteborg,Spirits,47,20955.19
INV_000208,2023-02-25,STORE_1160,Malmö Spritbutiken,Malmö,Champagne,45,13599.28
INV_000209,2023-04-01,STORE_3575,Malmö Spritbutiken,Göteborg,Spirits,39,9758.95
INV_000210,2023-01-22,STORE_6067,Malmö Spritbutiken,Uppsala,Beer,38,9140.03
INV_000211,2023-03-20,STORE_2672,Malmö Spritbutiken,Stockholm,Red Wine,45,4650.56
INV_000212,2023-02-16,STORE_3198,Stockholm Systembolaget,Lund,Whiskey,22,7195.24
INV_000213,2023-01-08,STORE_6305,Göteborg Vinkällaren,Uppsala,White Wine,49,11931.13
INV_000214,2023-01-01,STORE_4593,Malmö Spritbutiken,Lund,White Wine,18,2075.46
INV_000215,2023-02-25,STORE_2237,Malmö Spritbutiken,Lund,Spirits,40,18722.16
INV_000216,2023-02-11,STORE_1986,Göteborg Vinkällaren,Göteborg,Champagne,17,3987.72
INV_000217,2023-03-28,STORE_5327,Stockholm Systembolaget,Stockholm,Spirits,13,2651.75
INV_000218,2023-02-03,STORE_9227,Stockholm Systembolaget,Göteborg,Spirits,29,2093.99
INV_000219,2023-02-06,STORE_2357,Stockholm Systembolaget,Stockholm,Whiskey,36,5543.43
INV_000220,2023-03-26,STORE_3945,Göteborg Vinkällaren,Lund,Red Wine,50,3804.31
INV_000221,2023-01-09,STORE_8307,Göteborg Vinkällaren,Stockholm,Spirits,15,1071.58
INV_000222,2023-02-09,STORE_6746,Malmö Spritbutiken,Uppsala,Spirits,37,9475.09
INV_000223,2023-03-23,STORE_6694,Stockholm Systembolaget,Göteborg,Red Wine,23,2533.61
INV_000224,2023-02-06,STORE_2735,Malmö Spritbutiken,Malmö,Whiskey,39,16872.43
INV_000225,2023-01-27,STORE_5831,Malmö Spritbutiken,Stockholm,Whiskey,21,6296.66
INV_000226,2023-03-06,STORE_7234,Malmö Spritbutiken,Malmö,Whiskey,10,3187.9
INV_000227,2023-03-19,STORE_4290,Stockholm Systembolaget,Stockholm,Red Wine,27,10687.56
INV_000228,2023-02-16,STORE_5494,Malmö Spritbutiken,Lund,White Wine,42,18983.79
INV_000229,2023-03-27,STORE_7719,Stockholm Systembolaget,Göteborg,Spirits,15,3630.48
INV_000230,2023-01-26,STORE_8787,Malmö Spritbutiken,Malmö,Spirits,10,1625.27
INV_000231,2023-03-29,STORE_3209,Stockholm Systembolaget,Uppsala,Whiskey,15,4226.0
INV_000232,2023-01-22,STORE_9901,Malmö Spritbutiken,Uppsala,Champagne,14,3258.93
INV_000233,2023-01-09,STORE_4407,Malmö Spritbutiken,Uppsala,Whiskey,7,1741.46
INV_000234,2023-02-12,STORE_6081,Stockholm Systembolaget,Uppsala,Red Wine,34,14346.0
INV_000235,2023-02-22,STORE_1784,Göteborg Vinkällaren,Uppsala,Red Wine,21,2679.58
INV_000236,2023-02-16,STORE_2981,Stockholm Systembolaget,Malmö,Beer,9,3442.61
INV_000237,2023-01-17,STORE_2395,Malmö Spritbutiken,Göteborg,Champagne,26,8833.43
INV_000238,2023-03-23,STORE_3272,Stockholm Systembolaget,Göteborg,Whiskey,2,456.56
INV_000239,2023-03-05,STORE_8478,Göteborg Vinkällaren,Uppsala,Whiskey,41,4538.26
INV_000240,2023-01-20,STORE_1158,Göteborg Vinkällaren,Lund,Champagne,4,1427.41
INV_000241,2023-02-06,STORE_7792,Malmö Spritbutiken,Uppsala,Red Wine,13,4850.68
INV_000242,2023-01-07,STORE_2361,Göteborg Vinkällaren,Malmö,Whiskey,27,6829.25
INV_000243,2023-01-26,STORE_8565,Stockholm Systembolaget,Uppsala,Whiskey,17,1416.4
INV_000244,2023-03-06,STORE_3973,Malmö Spritbutiken,Uppsala,White Wine,9,2350.62
INV_000245,2023-03-23,STORE_9170,Göteborg Vinkällaren,Lund,Champagne,17,5754.75
INV_000246,2023-02-27,STORE_5540,Göteborg Vinkällaren,Uppsala,White Wine,8,1947.48
INV_000247,2023-03-10,STORE_3873,Malmö Spritbutiken,Malmö,Champagne,44,11871.14
INV_000248,2023-01-27,STORE_9933,Stockholm Systembolaget,Uppsala,Red Wine,21,9780.16
INV_000249,2023-03-26,STORE_6126,Göteborg Vinkällaren,Göteborg,Champagne,26,7338.81
INV_000250,2023-03-21,STORE_2980,Stockholm Systembolaget,Lund,Red Wine,30,1566.2
INV_000251,2023-01-29,STORE_9577,Stockholm Systembolaget,Göteborg,Whiskey,20,6986.35
INV_000252,2023-01-07,STORE_1003,Göteborg Vinkällaren,Malmö,Spirits,38,11722.06
INV_000253,2023-03-28,STORE_8294,Stockholm Systembolaget,Göteborg,Red Wine,2,443.2
INV_000254,2023-03-12,STORE_7685,Göteborg Vinkällaren,Lund,White Wine,35,14420.95
INV_000255,2023-02-13,STORE_7071,Malmö Spritbutiken,Lund,Champagne,4,400.82
INV_000256,2023-01-05,STORE_3899,Stockholm Systembolaget,Lund,Red Wine,13,6483.91
INV_000257,2023-02-23,STORE_6500,Malmö Spritbutiken,Malmö,White Wine,41,11336.57
INV_000258,2023-02-23,STORE_4591,Göteborg Vinkällaren,Göteborg,Red Wine,18,6620.1
INV_000259,2023-02-09,STORE_2434,Göteborg Vinkällaren,Stockholm,Champagne,19,2717.22
INV_000260,2023-02-18,STORE_4814,Malmö Spritbutiken,Malmö,Beer,10,3186.19
INV_000261,2023-02-19,STORE_8993,Malmö Spritbutiken,Malmö,Red Wine,3,1103.79
INV_000262,2023-01-18,STORE_8725,Stockholm Systembolaget,Göteborg,Spirits,17,6404.23
INV_000263,2023-02-08,STORE_5577,Malmö Spritbutiken,Göteborg,Champagne,47,4662.49
INV_000264,2023-01-13,STORE_1564,Göteborg Vinkällaren,Malmö,White Wine,35,5413.56
INV_000265,2023-01-24,STORE_2399,Stockholm Systembolaget,Uppsala,Champagne,18,1967.16
INV_000266,2023-01-14,STORE_4657,Stockholm Systembolaget,Stockholm,Red Wine,13,1834.3
INV_000267,2023-01-30,STORE_7005,Stockholm Systembolaget,Lund,White Wine,18,3357.05
INV_000268,2023-02-28,STORE_3968,Göteborg Vinkällaren,Stockholm,Spirits,18,3743.33
INV_000269,2023-03-14,STORE_2810,Stockholm Systembolaget,Lund,Champagne,37,8695.94
INV_000270,2023-02-19,STORE_5033,Malmö Spritbutiken,Göteborg,White Wine,6,1347.3
INV_000271,2023-01-31,STORE_2778,Stockholm Systembolaget,Göteborg,Red Wine,13,6269.37
INV_000272,2023-03-24,STORE_5053,Stockholm Systembolaget,Uppsala,Spirits,17,2754.3
INV_000273,2023-03-26,STORE_9824,Göteborg Vinkällaren,Lund,Beer,31,9566.99
INV_000274,2023-01-19,STORE_7941,Göteborg Vinkällaren,Lund,Spirits,3,905.43
INV_000275,2023-02-14,STORE_5633,Malmö Spritbutiken,Lund,Beer,18,2958.87
INV_000276,2023-03-10,STORE_8828,Göteborg Vinkällaren,Malmö,Red Wine,38,7186.06
INV_000277,2023-01-09,STORE_5366,Stockholm Systembolaget,Uppsala,Whiskey,19,3880.52
INV_000278,2023-01-21,STORE_5259,Malmö Spritbutiken,Göteborg,Whiskey,12,2216.85
INV_000279,2023-01-31,STORE_7251,Malmö Spritbutiken,Uppsala,Red Wine,10,1533.45
